Commission on African-American Affairs Dr. Kendrick Brown Selassie Confirmation Resolution of 2014,Proposed Resolution,20-1090,4767,Proposed_Resolution_20-1090
Commission on African-American Affairs Dr. Maurice Jackson Confirmation Resolution of 2013,Proposed Resolution,20-206,1717,Proposed_Resolution_20-206
Commission on African-American Affairs Lydia Sermons Confirmation Resolution of 2013,Proposed Resolution,20-205,1716,Proposed_Resolution_20-205
"Commission on African-American Affairs Michael L. Chambers, II Confirmation Resolution of 2014",Proposed Resolution,20-1014,4752,Proposed_Resolution_20-1014
Commission on African-American Affairs Ms. Kelly Navies Confirmation Resolution of 2013,Proposed Resolution,20-212,1723,Proposed_Resolution_20-212
Commission on African-American Affairs Patsy Fletcher Confirmation Resolution of 2013,Proposed Resolution,20-220,1731,Proposed_Resolution_20-220
Commission on African-American Affairs Rev. Dr. Raymond Massenburg Confirmation Resolution of 2013,Proposed Resolution,20-208,1719,Proposed_Resolution_20-208
Commission on African-American Affairs Reverend Anthony Motley Confirmation Resolution of 2013,Proposed Resolution,20-216,1727,Proposed_Resolution_20-216
Commission on African-American Affairs Reverend Anthony Motley Confirmation Resolution of 2014,Proposed Resolution,20-1013,4751,Proposed_Resolution_20-1013
Commission on Asian and Pacific Islander Ajay K. Ojha Confirmation Resolution of 2013,Proposed Resolution,20-022,812,Proposed_Resolution_20-022
Commission on Asian and Pacific Islander Community Development Ada L. Loo Confirmation Resolution of 2013,Proposed Resolution,20-124,1707,Proposed_Resolution_20-124
Commission on Asian and Pacific Islander Community Development Ajay K. Ojha Confirmation Resolution of 2014,Proposed Resolution,20-698,3546,Proposed_Resolution_20-698
Commission on Asian and Pacific Islander Community Development Benjamin M. Bahk Confirmation Resolution of 2014,Proposed Resolution,20-1001,4740,Proposed_Resolution_20-1001
Commission on Asian and Pacific Islander Community Development Dana Burgess Confirmation Resolution of 2014,Proposed Resolution,20-700,3548,Proposed_Resolution_20-700
Commission on Asian and Pacific Islander Community Development Dr. Erick A. Hosaka Confirmation Resolution of 2014,Proposed Resolution,20-1000,4739,Proposed_Resolution_20-1000
Commission on Asian and Pacific Islander Community Development Jed Wulfekotte Confirmation Resolution of 2014,Proposed Resolution,20-1102,4770,Proposed_Resolution_20-1102
Commission on Asian and Pacific Islander Community Development Laura Shin Confirmation Resolution of 2014,Proposed Resolution,20-697,3545,Proposed_Resolution_20-697
Commission on Asian and Pacific Islander Community Development Ms. Martha M. Watanabe Confirmation Resolution of 2014,Proposed Resolution,20-999,4738,Proposed_Resolution_20-999
Commission on Asian and Pacific Islander Community Development Ms. Surjeet K. Ahluwalia Confirmation Resolution of 2014,Proposed Resolution,20-978,4720,Proposed_Resolution_20-978
Commission on Asian and Pacific Islander Community Development Nicholas C. Lepham Confirmation Resolution of 2014,Proposed Resolution,20-696,3544,Proposed_Resolution_20-696
Commission on Asian and Pacific Islander Community Development Sapna D. Pandya Confirmation Resolution of 2014,Proposed Resolution,20-701,3549,Proposed_Resolution_20-701
Commission on Asian and Pacific Islander Community Development Simone E. Jacobson Confirmation Resolution of 2014,Proposed Resolution,20-699,3547,Proposed_Resolution_20-699
Commission on Asian and Pacific Islander Dana Burgess Confirmation Resolution of 2013,Proposed Resolution,20-024,814,Proposed_Resolution_20-024
Commission on Asian and Pacific Islander Eugene D. Kinlow Confirmation Resolution of 2013,Proposed Resolution,20-021,811,Proposed_Resolution_20-021
Commission on Asian and Pacific Islander Laura Shin Confirmation Resolution of 2013,Proposed Resolution,20-019,809,Proposed_Resolution_20-019
Commission on Asian and Pacific Islander Nicholas C. Lepham Confirmation Resolution of 2013,Proposed Resolution,20-018,808,Proposed_Resolution_20-018
Commission on Asian and Pacific Islander Roman P. Llamas Confirmation Resolution of 2013,Proposed Resolution,20-020,810,Proposed_Resolution_20-020
Commission on Asian and Pacific Islander Sapna D. Pandya Confirmation Resolution of 2013,Proposed Resolution,20-025,815,Proposed_Resolution_20-025
Commission on Asian and Pacific Islander Simone E. Jacobson Confirmation Resolution of 2013,Proposed Resolution,20-023,813,Proposed_Resolution_20-023
Commission on Fashion Arts and Events Alida R‎. Sanchez Confirmation Resolution of 2013,Resolution,20-92,1478,Resolution_20-92
Commission on Fashion Arts and Events Brian L‎. Evans Confirmation Resolution of 2013,Resolution,20-93,1479,Resolution_20-93
Commission on Fashion Arts and Events Christine M‎. ‎Brooks‎-‎Cropper Confirmation Resolution of 2013,Resolution,20-96,1482,Resolution_20-96
Commission on Fashion Arts and Events Janice D. Rankins Confirmation Resolution of 2013,Resolution,20-94,1480,Resolution_20-94
Commission on Fashion Arts and Events Jennifer M. Fisher Confirmation Resolution of 2014,Resolution,20-389,3084,Resolution_20-389
Commission on Fashion Arts and Events Katherine R‎. ‎Limon Confirmation Resolution of 2013,Resolution,20-89,1475,Resolution_20-89
Commission on Fashion Arts and Events Marcus A. Williams Confirmation Resolution of 2014,Resolution,20-390,3085,Resolution_20-390
‎Commission on Fashion Arts and Events Mariessa R‎. ‎Terrell Confirmation Resolution of 2013,Resolution,20-90,1476,Resolution_20-90
Commission on Fashion Arts and Events Michelle Shableski Confirmation Resolution of 2013,Resolution,20-95,1481,Resolution_20-95
Commission on Fashion Arts and Events ‎Patricia Elam Confirmation Resolution of 2013,Resolution,20-91,1477,Resolution_20-91
Commission on Human Rights David Scruggs Confirmation Resolution of 2014,Resolution,20-653,4562,Resolution_20-653
Commission on Human Rights Mai Abdul Rahman Confirmation Resolution of 2014,Resolution,20-654,4563,Resolution_20-654
Commission on Human Rights Matthew McCollough Confirmation Resolution of 2014,Resolution,20-652,4561,Resolution_20-652
Commission on Human Rights Michael Ward Confirmation Resolution of 2014,Resolution,20-651,4560,Resolution_20-651
Commission on Human Rights Motoko Aizawa Confirmation Resolution of 2014,Resolution,20-601,4037,Resolution_20-601
Commission on Re-Entry and Returning Citizen Affairs Courtney A. Stewart Confirmation Resolution of 2013,Resolution,20-106,1493,Resolution_20-106
Commission on Re-Entry and Returning Citizen Affairs James Berry Confirmation Resolution of 2014,Proposed Resolution,20-997,4736,Proposed_Resolution_20-997
Commission on Re-Entry and Returning Citizen Affairs James R. Lindsay Confirmation Resolution of 2014,Proposed Resolution,20-977,4719,Proposed_Resolution_20-977
Commission on Re-Entry and Returning Citizen Affairs Joseph Thomas Confirmation Resolution of 2013,Proposed Resolution,20-520,2879,Proposed_Resolution_20-520
"Commission on Re-Entry and Returning Citizen Affairs Louis B. Sawyer, Jr. Confirmation Resolution of 2013",Proposed Resolution,20-157,2149,Proposed_Resolution_20-157
Commission on Re-Entry and Returning Citizen Affairs Petrina L. Williams Confirmation Resolution of 2013,Proposed Resolution,20-158,2150,Proposed_Resolution_20-158
Commission on Re-Entry and Returning Citizen Affairs Trina Robinson Confirmation Resolution of 2014,Proposed Resolution,20-998,4737,Proposed_Resolution_20-998
Commission on Selection and Tenure of Administrative Law Judges of the Office of Administrative Hearings Joseph N. Onek Appointment Resolution of 2014,Resolution,20-489,3438,Resolution_20-489
Commission on the Arts and Humanities Alma Hardy Gates Confirmation Resolution of 2013,Proposed Resolution,20-565,3150,Proposed_Resolution_20-565
Commission on the Arts and Humanities Antoinette Ford Confirmation Resolution of 2014,Resolution,20-449,3381,Resolution_20-449
Commission on the Arts and Humanities Barbara J. Jones Confirmation Resolution of 2013,Resolution,20-322,2748,Resolution_20-322
Commission on the Arts and Humanities Darrin Lewis Glymph Confirmation Resolution of 2014,Resolution,20-668,4582,Resolution_20-668
Commission on the Arts and Humanities Edmund C. Fleet Confirmation Resolution of 2014,Resolution,20-667,4581,Resolution_20-667
Commission on the Arts and Humanities Gretchen B. Wharton Confirmation Resolution of 2014,Resolution,20-673,4587,Resolution_20-673
"Commission on the Arts and Humanities James Edward Laws, Jr. Confirmation Resolution of 2013",Proposed Resolution,20-156,1714,Proposed_Resolution_20-156
Commission on the Arts and Humanities Jose Alberto Ucles Confirmation Resolution of 2013,Proposed Resolution,20-155,1713,Proposed_Resolution_20-155
Commission on the Arts and Humanities Jose Alberto Ucles Confirmation Resolution of 2014,Resolution,20-671,4585,Resolution_20-671
Commission on the Arts and Humanities Judith Terra Disapproval Resolution of 2014,Resolution,20-670,4584,Resolution_20-670
Commission on the Arts and Humanities Lavinia Wohlfarth Disapproval Resolution of 2014,Resolution,20-672,4586,Resolution_20-672
Commission on the Arts and Humanities MaryAnn Miller Confirmation Resolution of 2014,Resolution,20-669,4583,Resolution_20-669
Commission on the Arts and Humanities Rhona Friedman Confirmation Resolution of 2013,Resolution,20-323,2749,Resolution_20-323
Commission on the Arts and Humanities Rogelio A. Maxwell Confirmation Resolution of 2013,Proposed Resolution,20-564,3149,Proposed_Resolution_20-564
Commission on the Arts and Humanities Susan Clampitt Confirmation Resolution of 2014,Proposed Resolution,20-1053,4760,Proposed_Resolution_20-1053
Commission Re-Entry and Returning Citizen Affairs Ms. Jacqueline R. Williams Confirmation Resolution of 2013,Proposed Resolution,20-451,3142,Proposed_Resolution_20-451
Commission Re-Entry and Returning Citizen Affairs Tracye Payne Wilson Confirmation Resolution of 2013,Proposed Resolution,20-450,3141,Proposed_Resolution_20-450
Community Renewable Energy Act of 2013,Law,20-47,2197,Law_20-47
Compassionate Release Authorization Amendment Act of 2012,Law,19-318,1200,Law_19-318
Compensation Agreement Between the District of Columbia and AFSCME Local 2095 and AFGE Local 383 Emergency Approval Resolution of 2013,Resolution,20-178,1680,Resolution_20-178
Compensation Agreement Between the District of Columbia and AFSCME Local 2095 and AFGE Local 383 Emergency Declaration Resolution of 2013,Resolution,20-177,1678,Resolution_20-177
Compensation Agreement between the District of Columbia and Compensation Unit 19 Emergency Approval Resolution of 2014,Resolution,20-590,4018,Resolution_20-590
Compensation Agreement between the District of Columbia and Compensation Unit 19 Emergency Declaration Resolution of 2014,Resolution,20-589,4017,Resolution_20-589
Compensation Agreement between the District of Columbia and Compensation Unit 33 Approval Emergency Declaration Resolution of 2013,Resolution,20-263,2130,Resolution_20-263
Compensation Agreement between the District of Columbia and Compensation Unit 33 Emergency Approval Resolution of 2013,Resolution,20-264,2131,Resolution_20-264
Compensation Agreement between the District of Columbia and the Doctor's Council of the District of Columbia Emergency Approval Resolution of 2014,Resolution,20-592,4021,Resolution_20-592
Compensation Agreement between the District of Columbia and the Doctor's Council of the District of Columbia Emergency Declaration Resolution of 2014,Resolution,20-591,4019,Resolution_20-591
"Compensation Agreement between the District of Columbia Department of Mental Health and 1199 Service Employees International Union United Healthcare Workers East, MD/DC Region, Emergency Approval Resolution of 2013",Resolution,20-174,1674,Resolution_20-174
"Compensation Agreement between the District of Columbia Department of Mental Health and 1199 Service Employees International Union United Healthcare Workers East, MD/DC Region, Emergency Declaration Resolution of 2013",Resolution,20-173,1672,Resolution_20-173
"Compensation Agreement between the District of Columbia Department of Mental Health and Committee of Interns and Residents/Service Employees International Union, CTW, CLC Emergency Approval Resolution of 2013",Resolution,20-176,1677,Resolution_20-176
"Compensation Agreement between the District of Columbia Department of Mental Health and NUHHCE 1199, AFSCME Local 3758, Emergency Declaration Resolution of 2013",Resolution,20-171,1669,Resolution_20-171
"Compensation Agreement between the District of Columbia Department of Mental Health and NUHHCE 1199, AFSCME, Local 3758 Emergency Approval Resolution of 2013",Resolution,20-172,1671,Resolution_20-172
Compensation Agreement between the District of Columbia Government and Compensation Units 1 and 2 Emergency Approval Resolution of 2013,Resolution,20-168,1665,Resolution_20-168
Compensation Agreement between the District of Columbia Government and Compensation Units 1 and 2 Emergency Declaration Resolution of 2013,Resolution,20-167,1664,Resolution_20-167
"Compensation Agreement between the District of Columbia Office of the Attorney General and American Federation of Government Employees, Local 1403, AFL-CIO (Compensation Unit 33) Emergency Declaration Resolution of 2014",Resolution,20-524,3514,Resolution_20-524
"Compensation Agreement between the District of Columbia Office of the Attorney General and the American Federation of Government Employees, Local 1403, AFL-CIO (Compensation Unit 33) Emergency Approval Resolution of 2014",Resolution,20-525,3516,Resolution_20-525
"Compensation and Collective Bargaining Agreement between the District of Columbia Government Office of the State Superintendent of Education, Division of Transportation and District Council 20 Local 1959 American Federation of State, County and Municipal Employees Emergency Declaration Resolution of 2014",Resolution,20-637,4542,Resolution_20-637
"Compensation and Working Conditions Agreement Between the District of Columbia Department of Transportation, Office of the Superintendent of Education and the International Brotherhood of Teamsters (Teamsters), Local 639 Emergency Approval Resolution of 2013",Resolution,20-170,1668,Resolution_20-170
"Compensation and Working Conditions Agreement Between the District of Columbia Department of Transportation, Office of the Superintendent of Education and the International Brotherhood of Teamsters (Teamsters), Local 639 Emergency Declaration Resolution of 2013",Resolution,20-169,1666,Resolution_20-169
"Compensation Award for the Collective Bargaining Agreement Between the Government of the District of Columbia Department of Health, Department of Youth Rehabilitation Services, Department on Disability Services, Department of Health Care Finance, Child and Family Services Agency and the Office of the Chief Medical Examiner (Compensation Unit 13) and the District of Columbia Nurses Association Emergency Declaration Resolution of 2014",Resolution,20-477,3421,Resolution_20-477
"Compensation Award for the Collective Bargaining Agreement Between the Government of the District of Columbia Department of Health, Department of Youth Rehabilitation Services, Department on Disability Services, Department of Health Care Finance, Child and Family Services Agency and the Office of the Chief Medical Examiner (Compensation Unit 13) and the District of Columbia Nurses Association Emergency Approval Resolution of 2014",Resolution,20-478,3423,Resolution_20-478
"Compensation Collective Bargaining Agreement Between the District of Columbia Department of Behavioral Health and Public Service Employees Local 572, Laborers International Union of North America (Liuna) Affiliated With Afl-Cio Emergency Approval Resolution of 2014",Resolution,20-480,3426,Resolution_20-480
"Compensation Collective Bargaining Agreement Between the District of Columbia Department of Behavioral Health and Public Service Employees Local 572, Laborers International Union of North America (Liuna) Affiliated With Afl-Cio Emergency Declaration Resolution of 2014",Resolution,20-479,3424,Resolution_20-479
"Compensation Collective Bargaining Agreement Between the District of Columbia Department of General Service and Teamster Locals 639 and 730, Affiliated With the International Brotherhood of Teamsters Emergency Approval Resolution of 2013",Resolution,20-335,2767,Resolution_20-335
"Compensation Collective Bargaining Agreement Between the District of Columbia Department of General Service and Teamster Locals 639 and 730, Affiliated With the International Brotherhood of Teamsters Emergency Declaration Resolution of 2013",Resolution,20-334,2765,Resolution_20-334
Compensation Collective Bargaining Agreement between the District of Columbia Department of Mental Health and Committee of Interns and Residents/Service Employees International Union Emergency Declaration Resolution of 2013,Resolution,20-175,1675,Resolution_20-175
Compensation Collective Bargaining Agreement Between the District of Columbia Department on Mental Health and District of Columbia Nurses Association Emergency Approval Declaration Resolution of 2013,Resolution,20-265,2143,Resolution_20-265
Compensation Collective Bargaining Agreement Between the District of Columbia Department on Mental Health and District of Columbia Nurses Association Emergency Approval Resolution of 2013,Resolution,20-266,2145,Resolution_20-266
"Compensation Collective Bargaining Agreement between the District of Columbia Government Office of the State Superintendent of Education, Division of Transportation and District Council 20 Local 1959 American Federation of State, County and Municipal Employees Emergency Approval Resolution of 2014",Resolution,20-638,4544,Resolution_20-638
"Compensation Collective Bargaining Agreement between the District of Columbia Public Schools and Teamsters Local 639, Affiliated with the International Brotherhood of Teamsters Emergency Approval Resolution of 2014",Resolution,20-636,4541,Resolution_20-636
"Compensation Collective Bargaining Agreement between the District of Columbia Public Schools and Teamsters Local 639, Affiliated with the International Brotherhood of Teamsters Emergency Declaration Resolution of 2014",Resolution,20-635,4539,Resolution_20-635
"Compensation Collective Bargaining Agreement between the District of Columbia Public Schools and the Council of School Officers, Local 4 American Federation of School Administrators, AFL-CIO Emergency Approval Resolution of 2014",Resolution,20-640,4547,Resolution_20-640
"Compensation Collective Bargaining Agreement between the District of Columbia Public Schools and the Council of School Officers, Local 4 American Federation of School Administrators, AFL-CIO Emergency Declaration Resolution of 2014",Resolution,20-639,4545,Resolution_20-639
Comprehensive Code of Conduct and Bega Amendment Act of 2014,Law,20-122,3578,Law_20-122
Comprehensive Code of Conduct and BEGA Emergency Amendment Act of 2014,Act,20-323,3304,Act_20-323
Comprehensive Code of Conduct and BEGA Emergency Declaration Resolution of 2014,Resolution,20-452,3385,Resolution_20-452
Comprehensive Impaired Driving and Alcohol Testing Program Amendment Act of 2012,Law,19-266,857,Law_19-266
Comprehensive Impaired Driving and Alcohol Testing Program Congressional Review Emergency Amendment Act of 2013,Act,20-3,410,Act_20-3
Comprehensive Impaired Driving and Alcohol Testing Program Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-8,699,Resolution_20-8
Comprehensive Impaired Driving and Alcohol Testing Program Second Congressional Review Emergency Amendment Act of 2013,Act,20-51,1360,Act_20-51
Comprehensive Impaired Driving and Alcohol Testing Program Second Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-84,1467,Resolution_20-84
Comprehensive Planning and Utilization of School Facilities Amendment Act of 2014,Law,20-114,3271,Law_20-114
Condominium Amendment Act of 2014,Law,20-109,3249,Law_20-109
Construction and Demolition Waste Recycling Accountability Act of 2012,Law,19-294,961,Law_19-294
Construction Codes Amendment Approval Resolution of 2013,Proposed Resolution,20-589,3155,Proposed_Resolution_20-589
Construction Codes Amendment Approval Resolution of 2014,Proposed Resolution,20-1059,4761,Proposed_Resolution_20-1059
Consumer Protection Act of 2012,Law,19-282,916,Law_19-282
Contract Appeals Board Monica Parchment Confirmation Resolution of 2013,Resolution,20-316,2730,Resolution_20-316
Contract Dcht-2011-C-001 Modifications Approval and Payment Authorization Emergency Act of 2013,Act,20-212,2601,Act_20-212
Contract Dcht-2011-C-001 Modifications Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-338,2770,Resolution_20-338
Contract Dcht-2013-C-0034 Approval and Payment Authorization Emergency Act of 2013,Act,20-161,2404,Act_20-161
Contract DCPL-2009-C-0004B Modification Approval and Payment Authorization Emergency Act of 2014,Act,20-264,3029,Act_20-264
Contract DCPL-2009-C-0004B Modification Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-395,3091,Resolution_20-395
Contract Dcpl-2009-C-0015c Modification Approval and Payment Authorization Emergency Act of 2013,Act,20-131,1970,Act_20-131
Contract Dcpl-2009-C-0015c Modification Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-258,2123,Resolution_20-258
Contract DCPO-2011-T-0139 Modifications and Payment Authorization Emergency Act of 2012,Act,19-617,380,Act_19-617
Contract Dcpo-2011-T-0139 Modifications and Payment Authorization Emergency Declaration Resolution of 2012,Resolution,19-768,583,Resolution_19-768
Contract Dcpo-2012-T-0368 Modifications Approval and Payment Authorization Emergency Act of 2013,Act,20-64,1413,Act_20-64
Contract Dcpo-2012-T-0368 Modifications Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-107,1494,Resolution_20-107
Contract DCRK-2008-C-0042 Modifications Approval and Payment Authorization Emergency Act of 2013,Act,20-73,1423,Act_20-73
Contract Dcrk-2008-C-0042 Modifications Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-134,1551,Resolution_20-134
Contract DCTO-2009-C-0253 Modification Nos. M0009 and M0010 Approval and Payment Authorization Emergency Act of 2012,Act,19-609,378,Act_19-609
Contract DHCF-2013-C-0003-A02 Modification Approval and Payment Authorization Emergency Act of 2014,Act,20-332,3315,Act_20-332
Contract DHCF-2013-C-0003-A02 Modification Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-472,3415,Resolution_20-472
"Contract No. 20-62 With Thrive Health Plans, Inc., Approval Resolution of 2013",Resolution,20-108,1495,Resolution_20-108
Contract No. CFOPD-05-C-019 Approval and Payment Authorization Emergency Act 2014,Act,20-375,3693,Act_20-375
Contract No. CFOPD-05-C-019 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-518,3919,Resolution_20-518
Contract No. CFOPD-08-C-019 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-550,3951,Resolution_20-550
Contract No. CFOPD-08-C-023 Approval and Payment Authorization Emergency Act of 2014,Act,20-408,3888,Act_20-408
Contract No. CFOPD-08-C-023 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-560,3968,Resolution_20-560
Contract No. CFOPD-08-C-048 Contract Modifications Approval and Payment Authorization Emergency Act of 2014,Act,20-296,3063,Act_20-296
Contract No. CFOPD-08-C-048 Contract Modifications Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-427,3124,Resolution_20-427
"Contract No. CFOPD-10-C-038, On-Line Gaming System and Related Services Approval Resolution of 2014",Resolution,20-561,3969,Resolution_20-561
Contract No. CFOPD-11-C-026 Approval and Payment Authorization Emergency Act of 2014,Act,20-301,3069,Act_20-301
Contract No. CFOPD-11-C-026 Modifications Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-431,3130,Resolution_20-431
"Contract No. Cfopd-13c-011, Secondary Delinquent Tax Collection Approval Resolution of 2013",Resolution,20-188,1688,Resolution_20-188
"Contract No. CFOPD-14-C-031, Modernized Integrated Tax System Approval Resolution of 2014",Resolution,20-513,3511,Resolution_20-513
Contract No. Cw17400 Approval and Payment Authorization Emergency Act of 2013,Act,20-174,2428,Act_20-174
Contract No. Cw17400 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-292,2685,Resolution_20-292
Contract No. Cw18948 Emergency Approval Resolution of 2013,Resolution,20-35,737,Resolution_20-35
Contract No. Cw18948 Emergency Dec Resolution of 2013,Resolution,20-34,736,Resolution_20-34
Contract No. Cw18963 Emergency Approval Resolution of 2013,Resolution,20-288,2681,Resolution_20-288
Contract No. Cw18963 Emergency Declaration Resolution of 2013,Resolution,20-287,2680,Resolution_20-287
Contract No. Cw19745 Approval Resolution of 2013,Resolution,20-97,1483,Resolution_20-97
Contract No. Cw20512 Emergency Approval Resolution of 2013,Resolution,20-313,2726,Resolution_20-313
Contract No. Cw20512 Emergency Declaration Resolution of 2013,Resolution,20-312,2725,Resolution_20-312
Contract No. Cw23336 Emergency Approval Resolution of 2013,Resolution,20-341,2773,Resolution_20-341
Contract No. Cw23336 Emergency Declaration Resolution of 2013,Resolution,20-340,2772,Resolution_20-340
Contract No. CW30851 Washington Hospitality Foundation Contract Approval Emergency Declaration Resolution of 2014,Resolution,20-679,4595,Resolution_20-679
Contract No. CW30851 Washington Hospitality Foundation Contract Approval Emergency Resolution of 2014,Resolution,20-680,4597,Resolution_20-680
Contract No. Dcam-13-Nc-0056 Emergency Approval Resolution of 2013,Resolution,20-104,1492,Resolution_20-104
Contract No. Dcam-13-Nc-0056 Emergency Declaration Resolution of 2013,Resolution,20-103,1491,Resolution_20-103
Contract No. Dceb-Dmped-11-C-0023 Approval and Payment Authorization Emergency Act of 2013,Act,20-82,1437,Act_20-82
Contract No. Dceb-Dmped-11-C-0023 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-149,1571,Resolution_20-149
Contract No. Dcfa-2009-C-2292 Modification No. M005 Approval and Payment Authorization Emergency Act of 2013,Act,20-164,2407,Act_20-164
Contract No. Dcfa-2009-C-2292 Modification No. M005 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-283,2676,Resolution_20-283
Contract No. Dcfl-2006-D-0011 Modifications Approval and Payment Authorization Emergency Act of 2013,Act,20-162,2405,Act_20-162
Contract No. Dcfl-2006-D-0011 Modifications Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-282,2674,Resolution_20-282
Contract No. Dcgd-2009-C-0036 Modifications Approval and Payment Authorization Emergency Act of 2013,Act,20-21,479,Act_20-21
Contract No. Dcgd-2009-C-0036 Modifications Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-40,742,Resolution_20-40
Contract No. DCGO-2011-C-0008-M01 Approval and Payment Authorization Emergency Act of 2012,Act,19-605,372,Act_19-605
Contract No. Dcgo-2011-C-0008-M01 Approval and Payment Authorization Emergency Declaration Resolution of 2012,Resolution,19-772,590,Resolution_19-772
Contract No. DCHBX 2013-C-0001 Option Year One Approval and Payment Authorization Emergency Act of 2014,Act,20-454,4356,Act_20-454
Contract No. DCHBX 2013-C-0001 Option Year One Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-630,4534,Resolution_20-630
Contract No. DCHBX 2013-C-0001 Option Year Two Approval and Payment Authorization Emergency Act of 2014,Act,20-455,4357,Act_20-455
Contract No. DCHBX 2013-C-0001 Option Year Two Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-631,4535,Resolution_20-631
Contract No. DCHBX-13-0003 Approval and Payment Authorization Emergency Act of 2014,Act,20-330,3313,Act_20-330
Contract No. DCHBX-13-0003 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-473,3416,Resolution_20-473
Contract No. DCHBX-13-0003(a) Approval and Payment Authorization Emergency Act of 2014,Act,20-362,3353,Act_20-362
Contract No. DCHBX-13-0003(a) Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-504,3479,Resolution_20-504
Contract No. DCHBX-13-0003(b) Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-474,3417,Resolution_20-474
Contract No. DCHBX-2013-C-0007 Approval and Payment Authorization Emergency Act of 2014,Act,20-390,3869,Act_20-390
Contract No. DCHBX-2013-C-0007 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-587,4014,Resolution_20-587
Contract No. DCHBX-2014-C-0001 Approval and Payment Authorization Emergency Act of 2014,Act,20-392,3871,Act_20-392
Contract No. DCHBX-2014-C-0001 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-586,4013,Resolution_20-586
Contract No. DCHC-2012-C-0526 Emergency Approval Act of 2012,Act,19-608,377,Act_19-608
Contract No. Dchc-2012-C-0526 Emergency Declaration Resolution of 2012,Resolution,19-766,580,Resolution_19-766
Contract No. Dcht-2012-C-0014 Approval Resolution of 2013,Resolution,20-36,738,Resolution_20-36
Contract No. Dcht-2012-C-0025 Approval and Payment Authorization Emergency Act of 2013,Act,20-101,1808,Act_20-101
Contract No. Dcht-2012-C-0025 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-194,2025,Resolution_20-194
Contract No. Dcht-2013-C-0034 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-285,2678,Resolution_20-285
Contract No. DCHT-2013-C-0135 Approval and Payment Authorization Emergency Act of 2013,Act,20-213,2602,Act_20-213
Contract No. Dcht-2013-C-0135 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-339,2771,Resolution_20-339
Contract No. DCKA-2009-C-0123 Modification Nos. 12 and 13 Approval and Payment Authorization Emergency Act of 2014,Act,20-361,3352,Act_20-361
Contract No. Dcka-2009-C-0140 for the Capital Bikeshare Program Payment Approval Authorization Emergency Declaration Resolution of 2012,Resolution,19-767,581,Resolution_19-767
Contract No. Dcka-2011-R-0121 Emergency Approval Resolution of 2013,Resolution,20-78,801,Resolution_20-78
Contract No. Dcka-2011-R-0121 Emergency Declaration Resolution of 2013,Resolution,20-77,800,Resolution_20-77
Contract No. Dcka-2012-C-0018 Emergency Approval Resolution of 2013,Resolution,20-382,2838,Resolution_20-382
Contract No. Dcka-2012-C-0018 Emergency Declaration Resolution of 2013,Resolution,20-381,2837,Resolution_20-381
Contract No‎. ‎Dcpo‎-‎2008‎-‎T‎-‎0076 ‎Emergency ‎Approval Act of 2013,Act,20-17,473,Act_20-17
Contract No‎. ‎Dcpo‎-‎2008‎-‎T‎-‎0076 ‎Emergency Declaration Resolution of 2013,Resolution,20-33,735,Resolution_20-33
Contract No. Dcto-2009-C-00253 Modification Nos. M0009 and M0010 Approval and Payment Authorization Emergency Declaration Resolution of 2012,Resolution,19-765,579,Resolution_19-765
Contract No. Gaga-2009-C-0051 Contract Modification Approval and Payment Authorization Emergency Act of 2013,Act,20-22,480,Act_20-22
Contract No. Gaga-2009-C-0051 Contract Modification Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-41,744,Resolution_20-41
